partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
fat_genoa,8,8,256m,2m,POSIX,foss_2023,Max Read: 10918.88 MiB/sec (11449.27 MB/sec),read
fat_genoa,8,8,256m,2m,POSIX,foss_2023,Max Write: 2543.36 MiB/sec (2666.90 MB/sec),write
fat_genoa,8,8,256m,4m,POSIX,foss_2023,Max Read: 51559.22 MiB/sec (54063.77 MB/sec),read
fat_genoa,8,8,256m,4m,POSIX,foss_2023,Max Write: 2263.25 MiB/sec (2373.19 MB/sec),write
fat_genoa,8,8,256m,8m,POSIX,foss_2023,Max Read: 51183.19 MiB/sec (53669.46 MB/sec),read
fat_genoa,8,8,256m,8m,POSIX,foss_2023,Max Write: 5344.83 MiB/sec (5604.46 MB/sec),write
fat_genoa,8,8,256m,16m,POSIX,foss_2023,Max Read: 42512.59 MiB/sec (44577.68 MB/sec),read
fat_genoa,8,8,256m,16m,POSIX,foss_2023,Max Write: 752.56 MiB/sec (789.12 MB/sec),write
fat_genoa,8,8,256m,256m,POSIX,foss_2023,Max Read: 33239.45 MiB/sec (34854.09 MB/sec),read
fat_genoa,8,8,256m,256m,POSIX,foss_2023,Max Write: 2625.91 MiB/sec (2753.46 MB/sec),write
fat_genoa,8,8,512m,2m,POSIX,foss_2023,Max Read: 14490.55 MiB/sec (15194.44 MB/sec),read
fat_genoa,8,8,512m,2m,POSIX,foss_2023,Max Write: 4534.13 MiB/sec (4754.38 MB/sec),write
fat_genoa,8,8,512m,4m,POSIX,foss_2023,Max Read: 9440.72 MiB/sec (9899.31 MB/sec),read
fat_genoa,8,8,512m,4m,POSIX,foss_2023,Max Write: 3780.72 MiB/sec (3964.38 MB/sec),write
fat_genoa,8,8,512m,8m,POSIX,foss_2023,Max Read: 11334.05 MiB/sec (11884.61 MB/sec),read
fat_genoa,8,8,512m,8m,POSIX,foss_2023,Max Write: 3554.73 MiB/sec (3727.41 MB/sec),write
fat_genoa,8,8,512m,16m,POSIX,foss_2023,Max Read: 8950.69 MiB/sec (9385.48 MB/sec),read
fat_genoa,8,8,512m,16m,POSIX,foss_2023,Max Write: 3708.68 MiB/sec (3888.84 MB/sec),write
fat_genoa,8,8,512m,256m,POSIX,foss_2023,Max Read: 18043.30 MiB/sec (18919.78 MB/sec),read
fat_genoa,8,8,512m,256m,POSIX,foss_2023,Max Write: 6007.10 MiB/sec (6298.90 MB/sec),write
fat_genoa,8,8,1g,2m,POSIX,foss_2023,Max Read: 12681.91 MiB/sec (13297.95 MB/sec),read
fat_genoa,8,8,1g,2m,POSIX,foss_2023,Max Write: 4912.39 MiB/sec (5151.01 MB/sec),write
fat_genoa,8,8,1g,4m,POSIX,foss_2023,Max Read: 8237.33 MiB/sec (8637.46 MB/sec),read
fat_genoa,8,8,1g,4m,POSIX,foss_2023,Max Write: 3455.55 MiB/sec (3623.41 MB/sec),write
fat_genoa,8,8,1g,8m,POSIX,foss_2023,Max Read: 4886.10 MiB/sec (5123.45 MB/sec),read
fat_genoa,8,8,1g,8m,POSIX,foss_2023,Max Write: 3084.96 MiB/sec (3234.82 MB/sec),write
fat_genoa,8,8,1g,16m,POSIX,foss_2023,Max Read: 5390.22 MiB/sec (5652.06 MB/sec),read
fat_genoa,8,8,1g,16m,POSIX,foss_2023,Max Write: 4283.79 MiB/sec (4491.88 MB/sec),write
fat_genoa,8,8,1g,256m,POSIX,foss_2023,Max Read: 9110.61 MiB/sec (9553.17 MB/sec),read
fat_genoa,8,8,1g,256m,POSIX,foss_2023,Max Write: 3880.26 MiB/sec (4068.75 MB/sec),write
fat_genoa,8,8,2g,2m,POSIX,foss_2023,Max Read: 3630.07 MiB/sec (3806.40 MB/sec),read
fat_genoa,8,8,2g,2m,POSIX,foss_2023,Max Write: 4220.49 MiB/sec (4425.51 MB/sec),write
fat_genoa,8,8,2g,4m,POSIX,foss_2023,Max Read: 6580.40 MiB/sec (6900.05 MB/sec),read
fat_genoa,8,8,2g,4m,POSIX,foss_2023,Max Write: 3609.60 MiB/sec (3784.94 MB/sec),write
fat_genoa,8,8,2g,8m,POSIX,foss_2023,Max Read: 6406.11 MiB/sec (6717.29 MB/sec),read
fat_genoa,8,8,2g,8m,POSIX,foss_2023,Max Write: 4317.02 MiB/sec (4526.73 MB/sec),write
fat_genoa,8,8,2g,16m,POSIX,foss_2023,Max Read: 6669.16 MiB/sec (6993.12 MB/sec),read
fat_genoa,8,8,2g,16m,POSIX,foss_2023,Max Write: 3589.20 MiB/sec (3763.55 MB/sec),write
fat_genoa,8,8,2g,256m,POSIX,foss_2023,Max Read: 4755.57 MiB/sec (4986.57 MB/sec),read
fat_genoa,8,8,2g,256m,POSIX,foss_2023,Max Write: 4518.46 MiB/sec (4737.95 MB/sec),write
fat_genoa,8,8,4g,2m,POSIX,foss_2023,Max Read: 3341.15 MiB/sec (3503.45 MB/sec),read
fat_genoa,8,8,4g,2m,POSIX,foss_2023,Max Write: 3098.32 MiB/sec (3248.83 MB/sec),write
fat_genoa,8,8,4g,4m,POSIX,foss_2023,Max Read: 3587.81 MiB/sec (3762.09 MB/sec),read
fat_genoa,8,8,4g,4m,POSIX,foss_2023,Max Write: 3105.41 MiB/sec (3256.26 MB/sec),write
fat_genoa,8,8,4g,8m,POSIX,foss_2023,Max Read: 5412.15 MiB/sec (5675.05 MB/sec),read
fat_genoa,8,8,4g,8m,POSIX,foss_2023,Max Write: 6202.23 MiB/sec (6503.51 MB/sec),write
fat_genoa,8,8,4g,16m,POSIX,foss_2023,Max Read: 3544.24 MiB/sec (3716.41 MB/sec),read
fat_genoa,8,8,4g,16m,POSIX,foss_2023,Max Write: 5933.28 MiB/sec (6221.50 MB/sec),write
fat_genoa,8,8,4g,256m,POSIX,foss_2023,Max Read: 4537.48 MiB/sec (4757.89 MB/sec),read
fat_genoa,8,8,4g,256m,POSIX,foss_2023,Max Write: 4441.61 MiB/sec (4657.37 MB/sec),write
fat_genoa,8,8,8g,2m,POSIX,foss_2023,Max Read: 3374.31 MiB/sec (3538.22 MB/sec),read
fat_genoa,8,8,8g,2m,POSIX,foss_2023,Max Write: 3585.81 MiB/sec (3759.99 MB/sec),write
fat_genoa,8,8,8g,4m,POSIX,foss_2023,Max Read: 3526.79 MiB/sec (3698.11 MB/sec),read
fat_genoa,8,8,8g,4m,POSIX,foss_2023,Max Write: 3453.08 MiB/sec (3620.82 MB/sec),write
fat_genoa,8,8,8g,8m,POSIX,foss_2023,Max Read: 5669.82 MiB/sec (5945.24 MB/sec),read
fat_genoa,8,8,8g,8m,POSIX,foss_2023,Max Write: 5049.67 MiB/sec (5294.96 MB/sec),write
fat_genoa,8,8,8g,16m,POSIX,foss_2023,Max Read: 3516.63 MiB/sec (3687.45 MB/sec),read
fat_genoa,8,8,8g,16m,POSIX,foss_2023,Max Write: 3438.12 MiB/sec (3605.13 MB/sec),write
fat_genoa,8,8,8g,256m,POSIX,foss_2023,Max Read: 3389.29 MiB/sec (3553.93 MB/sec),read
fat_genoa,8,8,8g,256m,POSIX,foss_2023,Max Write: 3435.39 MiB/sec (3602.26 MB/sec),write
fat_genoa,8,8,16g,2m,POSIX,foss_2023,Max Read: 8643.48 MiB/sec (9063.35 MB/sec),read
fat_genoa,8,8,16g,2m,POSIX,foss_2023,Max Write: 3535.34 MiB/sec (3707.07 MB/sec),write
fat_genoa,8,8,16g,4m,POSIX,foss_2023,Max Read: 4267.46 MiB/sec (4474.75 MB/sec),read
fat_genoa,8,8,16g,4m,POSIX,foss_2023,Max Write: 3447.84 MiB/sec (3615.32 MB/sec),write
fat_genoa,8,8,16g,8m,POSIX,foss_2023,Max Read: 5240.94 MiB/sec (5495.52 MB/sec),read
fat_genoa,8,8,16g,8m,POSIX,foss_2023,Max Write: 6449.95 MiB/sec (6763.26 MB/sec),write
fat_genoa,8,8,16g,16m,POSIX,foss_2023,Max Read: 4015.33 MiB/sec (4210.38 MB/sec),read
fat_genoa,8,8,16g,16m,POSIX,foss_2023,Max Write: 2905.43 MiB/sec (3046.57 MB/sec),write
fat_genoa,8,8,16g,256m,POSIX,foss_2023,Max Read: 7883.30 MiB/sec (8266.24 MB/sec),read
fat_genoa,8,8,16g,256m,POSIX,foss_2023,Max Write: 7294.74 MiB/sec (7649.09 MB/sec),write
